,val_loss,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/model,config/train_loop_config/seed,config/train_loop_config/hidden_channels,config/train_loop_config/num_layers,config/train_loop_config/heads,config/train_loop_config/lr,config/train_loop_config/batch_size,config/train_loop_config/scheduler,logdir
0,0.9273719787597656,1,44,1719706349,checkpoint_000001,True,True,2,5ffcc_00000,2024-06-29_17-12-29,2.6796715259552,22.175965309143066,4054177,frank,128.111.185.22,22.175965309143066,2,gat-v4,64504,"[8, 16, 12]",2,"[2, 3, 4]",0.04477987325396186,16,LambdaLR,5ffcc_00000
1,0.9225919842720032,15,176,1719706384,checkpoint_000015,True,True,16,5ffcc_00001,2024-06-29_17-13-04,2.4997737407684326,56.96525835990906,4054178,frank,128.111.185.22,56.96525835990906,16,gat,10723,8,4,1,0.012372037286511506,32,LambdaLR,5ffcc_00001
2,0.8936188817024231,1,704,1719706355,checkpoint_000001,True,True,2,5ffcc_00002,2024-06-29_17-12-35,5.290122985839844,27.554936170578003,4054179,frank,128.111.185.22,27.554936170578003,2,gcn,53904,128,3,,0.00018703421340275352,1,ReduceLROnPlateau,5ffcc_00002
3,0.8634956479072571,49,1100,1719706493,checkpoint_000049,True,True,50,5ffcc_00003,2024-06-29_17-14-53,2.9684994220733643,165.62075781822205,4054180,frank,128.111.185.22,165.62075781822205,50,gat-v4,39836,"[32, 64, 64]",4,"[2, 3, 4]",0.0012757078827711984,16,ReduceLROnPlateau,5ffcc_00003
4,0.8366341590881348,49,550,1719706498,checkpoint_000049,True,True,50,5ffcc_00004,2024-06-29_17-14-58,3.1258950233459473,170.7485556602478,4054181,frank,128.111.185.22,170.7485556602478,50,gat,48814,128,4,2,0.0011383793920015839,32,LambdaLR,5ffcc_00004
5,0.8632209300994873,49,1100,1719706466,checkpoint_000049,True,True,50,5ffcc_00005,2024-06-29_17-14-26,2.287796974182129,138.6186842918396,4054182,frank,128.111.185.22,138.6186842918396,50,gcn,6674,8,2,,0.019921808700805805,16,ReduceLROnPlateau,5ffcc_00005
6,0.8781822919845581,1,704,1719706360,checkpoint_000001,True,True,2,5ffcc_00006,2024-06-29_17-12-40,8.12438416481018,32.68623661994934,4054183,frank,128.111.185.22,32.68623661994934,2,gat-v4,16704,"[64, 128, 128]",4,"[2, 3, 4]",0.006884654391204703,1,ReduceLROnPlateau,5ffcc_00006
7,1.0031403303146362,1,44,1719706376,checkpoint_000001,True,True,2,5ffcc_00007,2024-06-29_17-12-56,2.899346113204956,21.083343029022217,4070405,frank,128.111.185.22,21.083343029022217,2,gat,44816,256,2,4,0.03764683881803076,16,LambdaLR,5ffcc_00007
8,0.8153125047683716,49,17600,1719706622,checkpoint_000049,True,True,50,5ffcc_00008,2024-06-29_17-17-02,4.9478919506073,261.6142454147339,4072304,frank,128.111.185.22,261.6142454147339,50,gcn,53901,8,3,,0.00017608115992244556,1,LambdaLR,5ffcc_00008
9,0.8787394165992737,1,44,1719706387,checkpoint_000001,True,True,2,5ffcc_00009,2024-06-29_17-13-07,3.3396661281585693,22.126182556152344,4074027,frank,128.111.185.22,22.126182556152344,2,gat-v4,56325,"[32, 64, 64]",2,"[2, 3, 4]",0.0011799056279473182,16,ReduceLROnPlateau,5ffcc_00009
10,0.8383566737174988,49,550,1719706533,checkpoint_000049,True,True,50,5ffcc_00010,2024-06-29_17-15-33,2.593968629837036,152.19064354896545,4081598,frank,128.111.185.22,152.19064354896545,50,gat,52773,32,2,2,0.0002736605852548081,32,ReduceLROnPlateau,5ffcc_00010
11,0.8618688583374023,1,44,1719706412,checkpoint_000001,True,True,2,5ffcc_00011,2024-06-29_17-13-32,3.2554478645324707,21.77085256576538,4085707,frank,128.111.185.22,21.77085256576538,2,gcn,15042,128,4,,0.0006775395237580658,16,ReduceLROnPlateau,5ffcc_00011
12,0.8516797423362732,1,22,1719706414,checkpoint_000001,True,True,2,5ffcc_00012,2024-06-29_17-13-34,2.559748888015747,20.53050208091736,4086710,frank,128.111.185.22,20.53050208091736,2,gat-v4,16931,"[8, 16, 12]",3,"[2, 3, 4]",0.0010750894369067603,32,ReduceLROnPlateau,5ffcc_00012
13,0.8156098127365112,49,17600,1719706808,checkpoint_000049,True,True,50,5ffcc_00013,2024-06-29_17-20-08,7.338562250137329,390.572598695755,4097576,frank,128.111.185.22,390.572598695755,50,gat,45520,8,4,2,0.00043385580882012717,1,LambdaLR,5ffcc_00013
14,0.8501391410827637,1,22,1719706440,checkpoint_000001,True,True,2,5ffcc_00014,2024-06-29_17-14-00,2.6585333347320557,21.12457299232483,4098104,frank,128.111.185.22,21.12457299232483,2,gcn,53903,128,4,,0.0004634449917180473,32,ReduceLROnPlateau,5ffcc_00014
15,0.8333852887153625,1,22,1719706467,checkpoint_000001,True,True,2,5ffcc_00015,2024-06-29_17-14-27,3.038052558898926,21.851126432418823,4108889,frank,128.111.185.22,21.851126432418823,2,gat-v4,3033,"[8, 16, 12]",3,"[2, 2, 3]",0.0019315855262096982,32,ReduceLROnPlateau,5ffcc_00015
16,1.2910603284835815,1,44,1719706494,checkpoint_000001,True,True,2,5ffcc_00016,2024-06-29_17-14-54,3.7937769889831543,23.371456623077393,4118901,frank,128.111.185.22,23.371456623077393,2,gat,45932,256,3,2,0.0014420497811600938,16,LambdaLR,5ffcc_00016
17,1.607059359550476,1,22,1719706494,checkpoint_000001,True,True,2,5ffcc_00017,2024-06-29_17-14-54,2.7092533111572266,20.726887464523315,4119300,frank,128.111.185.22,20.726887464523315,2,gcn,5139,128,2,,0.0002353008168653982,32,LambdaLR,5ffcc_00017
18,0.7956299185752869,49,4400,1719706764,checkpoint_000049,True,True,50,5ffcc_00018,2024-06-29_17-19-24,4.844252347946167,264.23540115356445,4128684,frank,128.111.185.22,264.23540115356445,50,gat-v4,5100,"[64, 128, 128]",2,"[4, 4, 4]",0.004527440854581391,4,LambdaLR,5ffcc_00018
19,0.8858956694602966,1,44,1719706520,checkpoint_000001,True,True,2,5ffcc_00019,2024-06-29_17-15-20,2.655348777770996,20.903926849365234,4128685,frank,128.111.185.22,20.903926849365234,2,gat,4018,32,2,4,0.06812200397613716,16,ReduceLROnPlateau,5ffcc_00019
20,0.8700502514839172,1,44,1719706522,checkpoint_000001,True,True,2,5ffcc_00020,2024-06-29_17-15-22,2.643435001373291,21.02485203742981,4129494,frank,128.111.185.22,21.02485203742981,2,gcn,4415,128,2,,0.0012447754116999912,16,LambdaLR,5ffcc_00020
