,val_loss,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/model,config/train_loop_config/seed,config/train_loop_config/hidden_channels,config/train_loop_config/num_layers,config/train_loop_config/heads,config/train_loop_config/lr,config/train_loop_config/batch_size,config/train_loop_config/scheduler,config/train_loop_config/dropout,logdir
140,0.8977868556976318,3,88,1719708866,checkpoint_000003,True,True,4,adffa_00140,2024-06-29_17-54-26,2.4570627212524414,25.574329137802124,445819,frank,128.111.185.22,25.574329137802124,4,gcn,62401,32,4,,0.0004845309533316045,16,ReduceLROnPlateau,0.3,adffa_00140
141,122.98787689208984,3,1408,1719708899,checkpoint_000003,True,True,4,adffa_00141,2024-06-29_17-54-59,7.652987003326416,46.7852246761322,447419,frank,128.111.185.22,46.7852246761322,4,gat-v4,65459,"[32, 64, 64]",3,"[4, 4, 4]",0.09165770537292303,1,ReduceLROnPlateau,0.8,adffa_00141
142,0.859014630317688,3,1408,1719708890,checkpoint_000003,True,True,4,adffa_00142,2024-06-29_17-54-50,5.473309278488159,38.03187417984009,447420,frank,128.111.185.22,38.03187417984009,4,gat,13715,256,2,2,0.023596378354274392,1,ReduceLROnPlateau,0.8,adffa_00142
143,0.9868767261505127,3,1408,1719708894,checkpoint_000003,True,True,4,adffa_00143,2024-06-29_17-54-54,4.609112977981567,34.437819957733154,451668,frank,128.111.185.22,34.437819957733154,4,gcn,34124,128,2,,0.0021176289806736585,1,LambdaLR,0.3,adffa_00143
144,0.8462891578674316,3,44,1719708896,checkpoint_000003,True,True,4,adffa_00144,2024-06-29_17-54-56,2.9056568145751953,26.875965356826782,454593,frank,128.111.185.22,26.875965356826782,4,gat-v4,61381,"[8, 16, 12]",2,"[2, 3, 4]",0.0016981279651024893,32,CosineAnnealingLR,0.1,adffa_00144
145,0.9119508862495422,3,88,1719708899,checkpoint_000003,True,True,4,adffa_00145,2024-06-29_17-54-59,3.1215479373931885,27.479341745376587,455449,frank,128.111.185.22,27.479341745376587,4,gat,64734,128,3,2,0.016971585914704528,16,StepLR,0.1,adffa_00145
146,0.8386801481246948,3,1408,1719708905,checkpoint_000003,True,True,4,adffa_00146,2024-06-29_17-55-05,4.6922688484191895,34.37119960784912,455479,frank,128.111.185.22,34.37119960784912,4,gcn,51950,128,2,,0.0014959450831966083,1,LambdaLR,0.1,adffa_00146
147,0.8646755814552307,3,88,1719708899,checkpoint_000003,True,True,4,adffa_00147,2024-06-29_17-54-59,2.7047252655029297,26.187734365463257,457332,frank,128.111.185.22,26.187734365463257,4,gat-v4,44001,"[8, 16, 12]",3,"[2, 3, 4]",0.0067401880206408695,16,ExponentialLR,0.1,adffa_00147
148,0.935833752155304,3,352,1719708924,checkpoint_000003,True,True,4,adffa_00148,2024-06-29_17-55-24,3.3650801181793213,28.72205352783203,465748,frank,128.111.185.22,28.72205352783203,4,gat,16474,256,2,2,0.0005034642232629854,4,CosineAnnealingLR,0.1,adffa_00148
149,0.7955631613731384,99,8800,1719709247,checkpoint_000099,True,True,100,adffa_00149,2024-06-29_18-00-47,3.359271287918091,347.15033888816833,466622,frank,128.111.185.22,347.15033888816833,100,gcn,48983,32,2,,0.0022975039728898657,4,LambdaLR,0.3,adffa_00149
150,0.8300222158432007,3,1408,1719708950,checkpoint_000003,True,True,4,adffa_00150,2024-06-29_17-55-50,8.049129247665405,48.763444900512695,467107,frank,128.111.185.22,48.763444900512695,4,gat-v4,15017,"[8, 16, 12]",2,"[2, 2, 3]",0.0025092217949863674,1,CosineAnnealingLR,0.3,adffa_00150
151,0.8961719870567322,3,1408,1719708945,checkpoint_000003,True,True,4,adffa_00151,2024-06-29_17-55-45,6.270194053649902,41.34019112586975,467538,frank,128.111.185.22,41.34019112586975,4,gat,63240,256,3,2,0.0005258766680200015,1,LambdaLR,0.8,adffa_00151
152,0.8278672695159912,3,352,1719708932,checkpoint_000003,True,True,4,adffa_00152,2024-06-29_17-55-32,3.1157214641571045,28.102888107299805,467539,frank,128.111.185.22,28.102888107299805,4,gcn,40764,32,4,,0.07463786452388024,4,StepLR,0.1,adffa_00152
153,6.035003185272217,3,1408,1719708950,checkpoint_000003,True,True,4,adffa_00153,2024-06-29_17-55-50,8.0331552028656,46.401695728302,467572,frank,128.111.185.22,46.401695728302,4,gat-v4,63732,"[64, 128, 128]",3,"[4, 4, 4]",0.04408531497716585,1,StepLR,0.8,adffa_00153
154,7.02512264251709,3,352,1719708941,checkpoint_000003,True,True,4,adffa_00154,2024-06-29_17-55-41,3.809253454208374,29.947699546813965,468819,frank,128.111.185.22,29.947699546813965,4,gat,56662,128,4,4,0.09262068620354848,4,ExponentialLR,0.8,adffa_00154
155,0.922954797744751,3,44,1719708956,checkpoint_000003,True,True,4,adffa_00155,2024-06-29_17-55-56,2.996330738067627,27.094011068344116,477690,frank,128.111.185.22,27.094011068344116,4,gcn,28229,32,2,,0.01052842371516626,32,CosineAnnealingLR,0.3,adffa_00155
156,0.7956316471099854,99,8800,1719709428,checkpoint_000099,True,True,100,adffa_00156,2024-06-29_18-03-48,5.510910987854004,490.0306751728058,480444,frank,128.111.185.22,490.0306751728058,100,gat-v4,4546,"[8, 16, 12]",2,"[2, 3, 4]",0.009993424562793292,4,CosineAnnealingLR,0.3,adffa_00156
157,0.7943644523620605,31,2816,1719709092,checkpoint_000031,True,True,32,adffa_00157,2024-06-29_17-58-12,4.107510328292847,145.4860053062439,482017,frank,128.111.185.22,145.4860053062439,32,gat,8204,32,4,2,0.01762786960463288,4,StepLR,0.1,adffa_00157
158,0.8597987294197083,3,88,1719708975,checkpoint_000003,True,True,4,adffa_00158,2024-06-29_17-56-15,2.1407158374786377,23.685553073883057,483850,frank,128.111.185.22,23.685553073883057,4,gcn,32013,8,2,,0.015816432161004108,16,LambdaLR,0.3,adffa_00158
159,0.7942965030670166,31,2816,1719709097,checkpoint_000031,True,True,32,adffa_00159,2024-06-29_17-58-17,3.76910138130188,142.01887106895447,484490,frank,128.111.185.22,142.01887106895447,32,gat-v4,32200,"[8, 16, 12]",3,"[2, 2, 3]",0.04354513527850744,4,ExponentialLR,0.1,adffa_00159
160,0.8585355281829834,3,352,1719708986,checkpoint_000003,True,True,4,adffa_00160,2024-06-29_17-56-26,3.6550450325012207,29.397319078445435,485211,frank,128.111.185.22,29.397319078445435,4,gat,15451,256,3,2,0.003970139295551551,4,CosineAnnealingLR,0.3,adffa_00160
161,0.8722218871116638,3,88,1719708985,checkpoint_000003,True,True,4,adffa_00161,2024-06-29_17-56-25,2.138627052307129,23.773272275924683,486613,frank,128.111.185.22,23.773272275924683,4,gcn,24128,32,2,,0.004840878280909404,16,ExponentialLR,0.8,adffa_00161
162,0.8393449187278748,3,44,1719709006,checkpoint_000003,True,True,4,adffa_00162,2024-06-29_17-56-46,2.7145917415618896,26.12677240371704,495491,frank,128.111.185.22,26.12677240371704,4,gat-v4,62567,"[8, 16, 12]",2,"[2, 2, 3]",0.0011846771621972765,32,ExponentialLR,0.3,adffa_00162
163,0.890192985534668,3,44,1719709017,checkpoint_000003,True,True,4,adffa_00163,2024-06-29_17-56-57,2.603118658065796,26.475791454315186,497869,frank,128.111.185.22,26.475791454315186,4,gat,13588,128,2,2,0.0009005756127810015,32,LambdaLR,0.1,adffa_00163
164,0.8290162086486816,3,44,1719709017,checkpoint_000003,True,True,4,adffa_00164,2024-06-29_17-56-57,2.3334968090057373,24.58354687690735,498374,frank,128.111.185.22,24.58354687690735,4,gcn,13012,32,3,,0.010252432317852254,32,ExponentialLR,0.8,adffa_00164
165,0.8088458776473999,3,352,1719709042,checkpoint_000003,True,True,4,adffa_00165,2024-06-29_17-57-22,3.8497931957244873,30.394941329956055,505382,frank,128.111.185.22,30.394941329956055,4,gat-v4,61310,"[64, 128, 128]",4,"[2, 2, 3]",0.000370400287641469,4,ExponentialLR,0.3,adffa_00165
166,0.8333236575126648,3,44,1719709046,checkpoint_000003,True,True,4,adffa_00166,2024-06-29_17-57-26,2.1791422367095947,24.047099828720093,507671,frank,128.111.185.22,24.047099828720093,4,gat,17190,32,3,4,0.0005111494496835133,32,CosineAnnealingLR,0.8,adffa_00166
167,0.8338298797607422,3,44,1719709048,checkpoint_000003,True,True,4,adffa_00167,2024-06-29_17-57-28,2.8170909881591797,26.48275899887085,507680,frank,128.111.185.22,26.48275899887085,4,gcn,20397,32,3,,0.00023892985333879926,32,StepLR,0.1,adffa_00167
